"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ltefu_13,acontencimientos_vitales,,notes,"Le ha ocurrido algo en los últimos 3 meses que puede haber cambiado su rutina diaria",,,,,,,,,,,,,
current_medication_dep,adherencia_a_la_medicacion_para_la_depresion,,radio,"¿Está tomando actualmente alguna medicación?","0, No | 1, Sí",,,,,,,,,,,,
depression_medication,adherencia_a_la_medicacion_para_la_depresion,,radio,"¿Está tomando actualmente medicación para la depresión?","0, No | 1, Sí",,,,,,"[current_medication_dep] = '1'",,,,,,
dep_med_1,adherencia_a_la_medicacion_para_la_depresion,"Las personas con frecuencia no toman sus medicamentos por varias razones.",radio,"Me olvido de tomar mi medicación para la depresión","1, Siempre | 2, con frecuencia| 3, A veces | 4, Raras veces| 5, Nunca",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_2,adherencia_a_la_medicacion_para_la_depresion,,radio,"Cambio la dosis de mi medicación para la depresión","1, Siempre | 2, con frecuencia| 3, A veces | 4, Raras veces| 5, Nunca",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_3,adherencia_a_la_medicacion_para_la_depresion,,radio,"Dejo de tomar mi medicación para depresión durante un tiempo","1, Siempre | 2, con frecuencia| 3, A veces | 4, Raras veces| 5, Nunca",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_4,adherencia_a_la_medicacion_para_la_depresion,,radio,"Decido saltarme dosis de mi medicación para la depresión","1, Siempre | 2, con frecuencia| 3, A veces | 4, Raras veces| 5, Nunca",,,,,,"[depression_medication] = '1'",,,,dep_med,,
dep_med_5,adherencia_a_la_medicacion_para_la_depresion,,radio,"Sólo tomo mi medicación para la depresión cuando tengo síntomas","1, Siempre | 2, con frecuencia| 3, A veces | 4, Raras veces| 5, Nunca",,,,,,"[depression_medication] = '1'",,,,dep_med,,
pssuq_1,pssuq,"Por favor, piense en todos los aspectos del sistema RADAR (las aplicaciones y la pulsera inteligente""fitbit"") y responda las siguientes preguntas. Si desea proporcionar comentarios específicos sobre un aspecto en concreto del sistema, utilice el recuadro de comentarios proporcionado.",radio,"1. En general, estoy satisfecho/a con la facilidad para usar el sistema.","1, 1 Completamente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente en desacuerdo",,,,,,,,,,,,
pssuq_1_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_2,pssuq,,radio,"2. Usar este sistema me resultó sencillo.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_2_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_3,pssuq,,radio,"3. Solo pude finalizar de forma efectiva las tareas y casos usando este sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_3_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_4,pssuq,,radio,"4. Con este sistema, pude terminar rápidamente las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_4_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_5,pssuq,,radio,"5. Con este sistema pude terminar eficazmente las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_5_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_6,pssuq,,radio,"6. Me sentí cómodo empleando este sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_6_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_7,pssuq,,radio,"7. Me resultó fácil aprender a usar el sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_7_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_8,pssuq,,radio,"8. Creo que, con este sistema, no tardaría en ser productivo.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_8_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_9,pssuq,,radio,"9. Los mensajes de error del sistema me indicaron de forma clara cómo resolver los problemas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_9_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_10,pssuq,,radio,"10. Cada vez que cometía un error utilizando el sistema, podía restablecerlo de forma rápida y sencilla.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_10_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_11,pssuq,,radio,"11. La información (como por ejemplo mensajes en la pantalla u otra documentación) proporcionada por este sistema fue clara","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_11_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_12,pssuq,,radio,"12. Me resultó sencillo encontrar la información que necesitaba.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_12_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_13,pssuq,,radio,"13. La información proporcionada por el Sistema fue fácil de entender.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_13_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_14,pssuq,,radio,"14. La información fue efectiva a la hora de ayudarme a completar las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_14_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_15,pssuq,,radio,"15. La organización de la información en las pantallas del Sistema fue clara.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_15_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_16,pssuq,,radio,"16. La interfaz de este Sistema era agradable.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_16_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_17,pssuq,,radio,"17. Me gustó usar la inferfaz del Sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_17_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_18,pssuq,,radio,"18. El sistema cuenta con todas las funciones y herramientas que esperaba que tuviera.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_18_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_19,pssuq,,radio,"19. En general, estoy satisfecho con el sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_19_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
tam_usefulness_1,technology_assessment_measurement_fast_form,"Utilidad percibida",radio,"En general, creo que el Sistema RADAR-CNS es:","0,Eficiente 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 Ineficiente",,,,,,,,RH,,,,
tam_usefulness_2,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0,Mejora el rendimiento 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7  Empeora el rendimiento",,,,,,,,RH,,,,
tam_usefulness_3,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0,Aumenta la productividad 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7  Reduce la productividad",,,,,,,,RH,,,,
tam_usefulness_4,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Eficiente | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Ineficiente",,,,,,,,RH,,,,
tam_usefulness_5,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Útil | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Inútil",,,,,,,,RH,,,,
tam_usefulness_6,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0,Utíl 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7  Inútil",,,,,,,,RH,,,,
tam_ease_of_use_1,technology_assessment_measurement_fast_form,"Facilidad de uso percibida",radio,"En general, creo que el Sistema RADAR-CNS es:","0,Fácil de aprender 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 Dificíl de aprender",,,,,,,,RH,,,,
tam_ease_of_use_2,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, Fácil de manejar  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Dificíl de manejar",,,,,,,,RH,,,,
tam_ease_of_use_3,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 De fácil interacción | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 De difícil interacción",,,,,,,,RH,,,,
tam_ease_of_use_4,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, Flexible para interactuar  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Rígido para interactuar",,,,,,,,RH,,,,
tam_ease_of_use_5,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Sencillo de dominar | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Difícil de dominar",,,,,,,,RH,,,,
tam_ease_of_use_6,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0,Utilizable 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7  Engorroso",,,,,,,,RH,,,,
tam_usage_1,technology_assessment_measurement_fast_form,"Para las siguientes preguntas, por favor indique en qué medida está de acuerdo con las siguientes afirmaciones:",radio,"1. Si tuviera que elegir una plataforma de monitorización de la salud, elegiría RADAR-CNS.","0, De acuerdo 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 En desacuerdo",,,,,,,,RH,,,,
tam_usage_2,technology_assessment_measurement_fast_form,,radio,"2. Si necesitase monitorizar mi salud y pudiera elegir, me gustaría utilizar RADAR-CNS.","0, De acuerdo 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 En desacuerdo",,,,,,,,RH,,,,
tam_usage_3,technology_assessment_measurement_fast_form,,radio,"3. Si me preguntaran, es muy probable que recomiende RADAR-CNS como plataforma de monitorización de la salud.","0, De acuerdo 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 En desacuerdo",,,,,,,,RH,,,,
tam_usage_4,technology_assessment_measurement_fast_form,,radio,"4. Para tareas futuras de monitorización de salud que estén totalmente bajo mi control, usaría con mucha probabilidad RADAR-CNS como plataforma.","0, De acuerdo 0|1,1|2,2|3,3|4,4|5,5|6,6|7,7 En desacuerdo",,,,,,,,RH,,,,
audit_1,audit,,radio,"1. ¿Con qué frecuencia consume alguna bebida alcohólica?","0, Nunca |1,  Una o menos veces al mes |2,  De 2 a 4 veces al mes |3,  De 2 a 3 más  veces a la semana |4, 4 o más veces a la semana",,,,,,,,,,,,
audit_2,audit,,radio,"2. ¿Cuantas  consumiciones de bebidas alcohólicas suele realizar en un día de consumo normal? ","0, 1 o 2 |1, 3 o 4 |2, 5 o 6  |3,  De 7 a 9 |4, 10 o más",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",,,,,,
audit_3,audit,,radio,"3. ¿Con qué frecuencia toma 6 o más bébidas alcohólicas en un solo día?","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",,,,,,
audit_4,audit,,radio,"4. ¿Con qué frecuencia en el curso del último año ha sido incapaz de parar de beber una vez había empezado? ","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",,,,,,
audit_5,audit,,radio,"5. ¿Con qué frecuencia en el curso del último año no pudo hacer lo que se esperaba de usted porque había bebido?","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",,,,,,
audit_6,audit,,radio,"6. ¿Con qué frecuencia en el curso del último año ha necesitado beber en ayunas para recuperarse después de haber bebido mucho el día anterior? ","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",,,,,,
audit_7,audit,,radio,"7.¿Con qué frecuencia en el curso del último año no ha podido recordar lo que sucedió la noche anterior porque había estado bebiendo?","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",,,,,,
audit_8,audit,,radio,"8.¿Con qué frecuencia en el curso del último año no ha podido recordar lo que sucedió la noche anterior porque había estado bebiendo?","0, Nunca |1, Menos de una vez al mes |2, Mensualmente |3,  Semanalmente |4, A diario o casi a diario",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",,,,,,
audit_9,audit,,radio,"9. ¿Usted o alguna otra persona ha resultado herido porque usted había bebido?","0, No |1, Sí pero no en el curso del último año |2, Sí, el último año",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",,,,,,
audit_10,audit,,radio,"10. ¿Algún familiar,  amigo, médico o profesional sanitario ha mostrado preocupación por consumo de bebidas alcohólicas o le ha sugerido que deje de beber?","0, No |1, Sí pero no en el curso del último año |2, Si, el último año",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",,,,,,
contact_date,contact_log,"Extra Contact",text,"Contact Date",,,datetime_ymd,,,,,y,,,,,"Add Date and Time of Contact"
comms_method,contact_log,,dropdown,"Communication Method","1, Phone | 2, Text | 3, Email | 4, In-Person | 5, Other",,,,,,,y,,,,,
initiated_by,contact_log,,dropdown,"Initiated By","0, Participant | 1, Study Team | 2, Other",,,,,,,y,,,,,"Who imitated this contact?"
team_member,contact_log,,text,"Team Member",,,,,,,"[enrolment_arm_1][initiated_by] <> 0",y,,,,,
subject,contact_log,,text,Subject,,,,,,,,,,,,,
contact_notes,contact_log,,notes,"Contact Notes",,,,,,,,,,,,,"Add Any extra details about the contact here"
